Gender,Age,Height_cm,Weight_kg,Body_Type,Goal,Daily_Calories,Protein_g,Carbs_g,Fats_g,Breakfast,Lunch,Dinner,Snacks
Male,21,184,61,Ectomorph,Lean Bulk,2793,116,349,77,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Protein Shake
Female,44,162,97,Endomorph,Maintenance,2271,200,283,63,Vegetable Upma,Chicken Curry with Rice,Roti & Paneer Curry,Roasted Chana
Female,30,174,64,Ectomorph,Maintenance,2998,121,374,83,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Protein Shake
Female,29,174,73,Ectomorph,Maintenance,2197,144,274,61,Vegetable Upma,Chicken Curry with Rice,Khichdi,Roasted Chana
Male,54,153,67,Ectomorph,Lean Bulk,2753,125,344,76,Oats with Milk,Rajma Chawal,Grilled Chicken & Veggies,Boiled Eggs
Male,28,186,85,Ectomorph,Lean Bulk,2643,179,330,73,Paneer Paratha,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Female,35,150,96,Mesomorph,Fat Loss,2305,167,288,64,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Protein Shake
Male,54,150,76,Ectomorph,Lean Bulk,2763,155,345,76,Poha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Protein Shake
Female,48,156,78,Mesomorph,Lean Bulk,1970,150,246,54,Idli & Sambar,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Female,36,165,91,Ectomorph,Lean Bulk,2782,182,347,77,Oats with Milk,Curd Rice,Vegetable Stir Fry,Protein Shake
Male,47,179,99,Ectomorph,Fat Loss,2630,169,328,73,Vegetable Upma,Curd Rice,Roti & Paneer Curry,Fruit Bowl
Female,39,183,52,Mesomorph,Maintenance,2352,104,294,65,Poha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Male,39,153,82,Endomorph,Maintenance,1905,136,238,52,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Female,41,161,91,Endomorph,Fat Loss,1937,176,242,53,Oats with Milk,Chicken Curry with Rice,Khichdi,Roasted Chana
Male,48,187,94,Ectomorph,Fat Loss,2261,168,282,62,Vegetable Upma,"Roti, Sabzi & Dal",Fish Curry with Rice,Boiled Eggs
Male,22,173,72,Mesomorph,Maintenance,2826,137,353,78,Idli & Sambar,Curd Rice,Vegetable Stir Fry,Protein Shake
Female,46,189,73,Endomorph,Fat Loss,1934,125,241,53,Paneer Paratha,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Peanut Chaat
Male,36,154,56,Ectomorph,Maintenance,2029,113,253,56,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Protein Shake
Male,36,176,93,Endomorph,Lean Bulk,2770,168,346,76,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Roasted Chana
Male,19,164,83,Endomorph,Maintenance,2643,161,330,73,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Protein Shake
Female,47,169,86,Ectomorph,Maintenance,2151,178,268,59,Oats with Milk,Curd Rice,Khichdi,Boiled Eggs
Male,27,172,68,Mesomorph,Lean Bulk,2129,137,266,59,Vegetable Upma,Chicken Curry with Rice,Grilled Chicken & Veggies,Roasted Chana
Male,33,157,52,Mesomorph,Fat Loss,2059,96,257,57,Vegetable Upma,Chicken Curry with Rice,Grilled Chicken & Veggies,Protein Shake
Male,38,172,59,Mesomorph,Maintenance,2905,128,363,80,Poha,Rajma Chawal,Roti & Paneer Curry,Fruit Bowl
Female,49,159,79,Mesomorph,Lean Bulk,1808,172,226,50,Poha,"Roti, Sabzi & Dal",Khichdi,Boiled Eggs
Female,36,186,92,Ectomorph,Fat Loss,2705,165,338,75,Idli & Sambar,Curd Rice,Roti & Paneer Curry,Roasted Chana
Male,37,151,75,Endomorph,Lean Bulk,2713,136,339,75,Vegetable Upma,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Roasted Chana
Male,35,162,51,Ectomorph,Fat Loss,2712,102,339,75,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Roasted Chana
Female,38,188,88,Endomorph,Lean Bulk,2539,161,317,70,Paneer Paratha,Rajma Chawal,Fish Curry with Rice,Boiled Eggs
Male,36,172,72,Mesomorph,Maintenance,2948,118,368,81,Paneer Paratha,Curd Rice,Fish Curry with Rice,Boiled Eggs
Male,45,176,58,Endomorph,Fat Loss,1976,97,247,54,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Male,55,174,55,Ectomorph,Maintenance,2359,101,294,65,Poha,Curd Rice,Vegetable Stir Fry,Roasted Chana
Male,29,174,68,Endomorph,Maintenance,1886,142,235,52,Vegetable Upma,"Roti, Sabzi & Dal",Khichdi,Peanut Chaat
Female,32,151,100,Ectomorph,Lean Bulk,2337,178,292,64,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,49,165,51,Ectomorph,Maintenance,2809,112,351,78,Idli & Sambar,"Roti, Sabzi & Dal",Khichdi,Protein Shake
Female,54,177,66,Endomorph,Fat Loss,2774,144,346,77,Idli & Sambar,Rajma Chawal,Vegetable Stir Fry,Protein Shake
Male,34,160,87,Ectomorph,Lean Bulk,2454,163,306,68,Oats with Milk,Rajma Chawal,Grilled Chicken & Veggies,Fruit Bowl
Female,41,176,90,Mesomorph,Lean Bulk,2393,159,299,66,Idli & Sambar,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Roasted Chana
Male,28,184,70,Mesomorph,Fat Loss,2416,123,302,67,Vegetable Upma,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Protein Shake
Female,27,150,58,Endomorph,Maintenance,2563,119,320,71,Paneer Paratha,Rajma Chawal,Grilled Chicken & Veggies,Fruit Bowl
Male,27,182,64,Ectomorph,Fat Loss,2876,134,359,79,Poha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Peanut Chaat
Male,25,158,51,Mesomorph,Maintenance,2438,102,304,67,Oats with Milk,Curd Rice,Vegetable Stir Fry,Protein Shake
Female,29,169,51,Endomorph,Lean Bulk,2255,85,281,62,Oats with Milk,Chicken Curry with Rice,Khichdi,Roasted Chana
Male,26,155,77,Endomorph,Lean Bulk,1959,124,244,54,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Roasted Chana
Male,20,182,87,Ectomorph,Maintenance,2043,186,255,56,Idli & Sambar,"Rice, Dal & Veg Curry",Khichdi,Fruit Bowl
Male,25,188,63,Endomorph,Lean Bulk,2178,126,272,60,Idli & Sambar,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Boiled Eggs
Female,40,160,82,Endomorph,Fat Loss,2295,156,286,63,Idli & Sambar,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Fruit Bowl
Male,30,168,60,Endomorph,Lean Bulk,2002,129,250,55,Poha,Curd Rice,Khichdi,Protein Shake
Male,46,156,61,Mesomorph,Maintenance,2668,105,333,74,Oats with Milk,Curd Rice,Roti & Paneer Curry,Boiled Eggs
Male,47,157,83,Ectomorph,Maintenance,2539,167,317,70,Poha,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Boiled Eggs
Female,25,174,68,Mesomorph,Fat Loss,2438,136,304,67,Paneer Paratha,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Female,45,162,54,Mesomorph,Fat Loss,2552,92,319,70,Paneer Paratha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Peanut Chaat
Male,25,159,75,Mesomorph,Fat Loss,2008,153,251,55,Oats with Milk,"Rice, Dal & Veg Curry",Khichdi,Roasted Chana
Female,30,188,75,Ectomorph,Lean Bulk,2669,152,333,74,Vegetable Upma,"Roti, Sabzi & Dal",Vegetable Stir Fry,Boiled Eggs
Female,40,180,92,Endomorph,Maintenance,2792,175,349,77,Oats with Milk,Curd Rice,Roti & Paneer Curry,Fruit Bowl
Female,49,181,64,Endomorph,Lean Bulk,1860,106,232,51,Idli & Sambar,"Rice, Dal & Veg Curry",Fish Curry with Rice,Fruit Bowl
Male,42,188,93,Mesomorph,Lean Bulk,2420,183,302,67,Idli & Sambar,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Peanut Chaat
Female,30,168,92,Mesomorph,Maintenance,2833,161,354,78,Vegetable Upma,"Roti, Sabzi & Dal",Vegetable Stir Fry,Fruit Bowl
Male,45,157,74,Mesomorph,Maintenance,2570,138,321,71,Idli & Sambar,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Protein Shake
Female,28,181,77,Ectomorph,Maintenance,2596,145,324,72,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Protein Shake
Female,48,185,60,Endomorph,Lean Bulk,2601,105,325,72,Poha,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Female,38,153,51,Endomorph,Lean Bulk,2062,107,257,57,Vegetable Upma,"Roti, Sabzi & Dal",Roti & Paneer Curry,Boiled Eggs
Female,24,177,72,Mesomorph,Maintenance,2519,117,314,69,Oats with Milk,Chicken Curry with Rice,Grilled Chicken & Veggies,Boiled Eggs
Male,22,169,57,Mesomorph,Lean Bulk,1840,109,230,51,Idli & Sambar,Curd Rice,Fish Curry with Rice,Protein Shake
Female,35,151,94,Mesomorph,Fat Loss,1845,205,230,51,Paneer Paratha,"Roti, Sabzi & Dal",Fish Curry with Rice,Boiled Eggs
Male,49,156,94,Endomorph,Lean Bulk,2488,178,311,69,Vegetable Upma,Chicken Curry with Rice,Vegetable Stir Fry,Boiled Eggs
Female,45,162,81,Endomorph,Lean Bulk,2897,140,362,80,Vegetable Upma,"Rice, Dal & Veg Curry",Khichdi,Protein Shake
Female,32,189,97,Ectomorph,Fat Loss,2984,160,373,82,Vegetable Upma,Rajma Chawal,Roti & Paneer Curry,Protein Shake
Female,45,163,72,Ectomorph,Fat Loss,2418,137,302,67,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Male,44,175,66,Endomorph,Fat Loss,2728,132,341,75,Poha,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Male,54,181,63,Endomorph,Fat Loss,2757,110,344,76,Poha,"Roti, Sabzi & Dal",Fish Curry with Rice,Protein Shake
Male,51,162,73,Mesomorph,Lean Bulk,2292,123,286,63,Vegetable Upma,Curd Rice,Fish Curry with Rice,Boiled Eggs
Male,31,176,67,Mesomorph,Fat Loss,2128,117,266,59,Poha,Chicken Curry with Rice,Fish Curry with Rice,Roasted Chana
Male,27,162,51,Ectomorph,Maintenance,2750,96,343,76,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Roasted Chana
Male,35,158,51,Mesomorph,Maintenance,2927,86,365,81,Idli & Sambar,Curd Rice,Roti & Paneer Curry,Fruit Bowl
Male,38,188,69,Ectomorph,Maintenance,2544,138,318,70,Idli & Sambar,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Male,54,182,57,Endomorph,Fat Loss,2988,123,373,83,Poha,Rajma Chawal,Fish Curry with Rice,Fruit Bowl
Male,25,170,71,Endomorph,Fat Loss,2598,147,324,72,Oats with Milk,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Male,29,163,67,Mesomorph,Maintenance,2320,141,290,64,Idli & Sambar,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Male,38,184,77,Mesomorph,Fat Loss,2304,167,288,64,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Boiled Eggs
Female,19,188,52,Endomorph,Fat Loss,1911,104,238,53,Oats with Milk,Rajma Chawal,Vegetable Stir Fry,Peanut Chaat
Female,41,157,84,Ectomorph,Maintenance,2595,134,324,72,Paneer Paratha,Rajma Chawal,Khichdi,Fruit Bowl
Male,37,163,60,Mesomorph,Fat Loss,2449,127,306,68,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Fruit Bowl
Female,48,176,71,Endomorph,Maintenance,2005,148,250,55,Vegetable Upma,"Roti, Sabzi & Dal",Roti & Paneer Curry,Boiled Eggs
Female,53,170,79,Endomorph,Lean Bulk,1906,156,238,52,Oats with Milk,Curd Rice,Grilled Chicken & Veggies,Fruit Bowl
Female,30,190,69,Mesomorph,Fat Loss,1968,114,246,54,Oats with Milk,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Protein Shake
Female,38,178,80,Endomorph,Lean Bulk,2333,136,291,64,Poha,Rajma Chawal,Khichdi,Roasted Chana
Male,44,173,61,Mesomorph,Maintenance,2968,105,371,82,Idli & Sambar,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Male,47,162,66,Endomorph,Lean Bulk,1901,121,237,52,Paneer Paratha,"Roti, Sabzi & Dal",Khichdi,Roasted Chana
Male,41,160,86,Ectomorph,Lean Bulk,2876,160,359,79,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Roasted Chana
Male,30,167,68,Endomorph,Maintenance,2582,114,322,71,Oats with Milk,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Boiled Eggs
Male,44,161,76,Ectomorph,Lean Bulk,2394,166,299,66,Oats with Milk,"Roti, Sabzi & Dal",Fish Curry with Rice,Roasted Chana
Female,55,179,55,Ectomorph,Maintenance,2072,116,259,57,Paneer Paratha,Chicken Curry with Rice,Fish Curry with Rice,Peanut Chaat
Female,22,156,85,Ectomorph,Lean Bulk,2481,183,310,68,Paneer Paratha,Rajma Chawal,Vegetable Stir Fry,Protein Shake
Male,18,166,82,Endomorph,Maintenance,2419,179,302,67,Vegetable Upma,Chicken Curry with Rice,Vegetable Stir Fry,Fruit Bowl
Male,34,160,82,Mesomorph,Maintenance,2758,137,344,76,Vegetable Upma,"Roti, Sabzi & Dal",Fish Curry with Rice,Roasted Chana
Female,25,170,52,Ectomorph,Maintenance,2375,106,296,65,Paneer Paratha,Rajma Chawal,Khichdi,Protein Shake
Female,51,170,77,Ectomorph,Maintenance,2806,158,350,77,Oats with Milk,"Roti, Sabzi & Dal",Fish Curry with Rice,Fruit Bowl
Male,27,153,64,Ectomorph,Lean Bulk,2763,112,345,76,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Peanut Chaat
Male,46,172,95,Endomorph,Maintenance,2737,180,342,76,Oats with Milk,"Rice, Dal & Veg Curry",Khichdi,Fruit Bowl
Male,36,161,60,Endomorph,Fat Loss,2358,116,294,65,Poha,Chicken Curry with Rice,Vegetable Stir Fry,Fruit Bowl
Male,44,154,65,Mesomorph,Fat Loss,1993,138,249,55,Idli & Sambar,Rajma Chawal,Roti & Paneer Curry,Peanut Chaat
Female,55,156,70,Ectomorph,Lean Bulk,1966,131,245,54,Paneer Paratha,Curd Rice,Khichdi,Protein Shake
Male,39,152,91,Endomorph,Maintenance,2465,197,308,68,Poha,Chicken Curry with Rice,Grilled Chicken & Veggies,Fruit Bowl
Female,38,153,97,Ectomorph,Fat Loss,2581,160,322,71,Vegetable Upma,Chicken Curry with Rice,Grilled Chicken & Veggies,Peanut Chaat
Male,19,163,60,Mesomorph,Maintenance,2383,119,297,66,Oats with Milk,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Female,37,188,58,Mesomorph,Fat Loss,1996,121,249,55,Poha,Chicken Curry with Rice,Fish Curry with Rice,Peanut Chaat
Female,48,167,86,Endomorph,Maintenance,1984,176,248,55,Vegetable Upma,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Female,23,152,82,Mesomorph,Maintenance,2259,163,282,62,Oats with Milk,Curd Rice,Vegetable Stir Fry,Protein Shake
Male,36,179,77,Ectomorph,Maintenance,2415,130,301,67,Oats with Milk,Rajma Chawal,Grilled Chicken & Veggies,Protein Shake
Female,36,186,53,Endomorph,Lean Bulk,1892,101,236,52,Poha,Curd Rice,Fish Curry with Rice,Fruit Bowl
Female,54,166,72,Mesomorph,Fat Loss,1967,148,245,54,Idli & Sambar,"Rice, Dal & Veg Curry",Fish Curry with Rice,Roasted Chana
Male,43,152,55,Mesomorph,Fat Loss,2409,98,301,66,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Female,29,163,61,Ectomorph,Fat Loss,2331,129,291,64,Idli & Sambar,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Male,43,157,50,Ectomorph,Fat Loss,2777,93,347,77,Paneer Paratha,"Roti, Sabzi & Dal",Fish Curry with Rice,Boiled Eggs
Female,43,169,55,Ectomorph,Lean Bulk,1828,94,228,50,Idli & Sambar,Chicken Curry with Rice,Roti & Paneer Curry,Roasted Chana
Female,27,165,77,Endomorph,Fat Loss,2190,127,273,60,Paneer Paratha,Chicken Curry with Rice,Fish Curry with Rice,Peanut Chaat
Male,25,160,59,Endomorph,Fat Loss,2711,128,338,75,Paneer Paratha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Protein Shake
Male,30,168,86,Mesomorph,Lean Bulk,2483,138,310,68,Paneer Paratha,Curd Rice,Fish Curry with Rice,Protein Shake
Female,20,181,75,Mesomorph,Fat Loss,2799,130,349,77,Idli & Sambar,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Female,53,154,67,Endomorph,Maintenance,2769,111,346,76,Poha,Rajma Chawal,Fish Curry with Rice,Peanut Chaat
Male,28,168,96,Ectomorph,Maintenance,2504,178,313,69,Poha,Chicken Curry with Rice,Vegetable Stir Fry,Boiled Eggs
Female,26,168,96,Endomorph,Maintenance,2653,201,331,73,Vegetable Upma,Curd Rice,Grilled Chicken & Veggies,Protein Shake
Male,36,155,92,Mesomorph,Lean Bulk,2154,158,269,59,Poha,Curd Rice,Roti & Paneer Curry,Peanut Chaat
Female,37,165,63,Endomorph,Lean Bulk,1837,114,229,51,Vegetable Upma,Rajma Chawal,Grilled Chicken & Veggies,Roasted Chana
Male,22,171,77,Ectomorph,Fat Loss,2264,128,283,62,Oats with Milk,Curd Rice,Khichdi,Boiled Eggs
Female,20,185,67,Ectomorph,Fat Loss,2855,131,356,79,Idli & Sambar,"Rice, Dal & Veg Curry",Fish Curry with Rice,Peanut Chaat
Male,24,189,89,Ectomorph,Fat Loss,1885,169,235,52,Oats with Milk,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Boiled Eggs
Male,36,178,98,Endomorph,Maintenance,2003,165,250,55,Vegetable Upma,Rajma Chawal,Grilled Chicken & Veggies,Fruit Bowl
Male,46,176,99,Ectomorph,Lean Bulk,2770,178,346,76,Poha,Chicken Curry with Rice,Roti & Paneer Curry,Boiled Eggs
Female,44,173,90,Endomorph,Lean Bulk,2110,184,263,58,Poha,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Female,44,176,79,Endomorph,Fat Loss,2540,171,317,70,Paneer Paratha,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Male,23,171,70,Mesomorph,Lean Bulk,2688,114,336,74,Idli & Sambar,Chicken Curry with Rice,Vegetable Stir Fry,Fruit Bowl
Female,44,175,93,Endomorph,Fat Loss,2423,189,302,67,Vegetable Upma,Rajma Chawal,Roti & Paneer Curry,Boiled Eggs
Male,43,178,91,Ectomorph,Fat Loss,2705,183,338,75,Paneer Paratha,Chicken Curry with Rice,Khichdi,Fruit Bowl
Male,52,171,74,Endomorph,Fat Loss,2058,141,257,57,Poha,Rajma Chawal,Grilled Chicken & Veggies,Fruit Bowl
Female,51,171,98,Endomorph,Lean Bulk,1847,158,230,51,Poha,"Roti, Sabzi & Dal",Khichdi,Roasted Chana
Female,45,182,57,Endomorph,Lean Bulk,2563,100,320,71,Poha,Rajma Chawal,Roti & Paneer Curry,Fruit Bowl
Male,46,169,86,Endomorph,Lean Bulk,2728,155,341,75,Oats with Milk,"Roti, Sabzi & Dal",Vegetable Stir Fry,Protein Shake
Male,40,169,68,Endomorph,Fat Loss,2973,136,371,82,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Fruit Bowl
Female,51,187,62,Mesomorph,Maintenance,2000,104,250,55,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Fruit Bowl
Male,45,158,80,Ectomorph,Maintenance,1959,145,244,54,Poha,Curd Rice,Vegetable Stir Fry,Protein Shake
Female,34,187,81,Endomorph,Maintenance,2701,163,337,75,Paneer Paratha,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Male,49,179,58,Endomorph,Fat Loss,2883,96,360,80,Oats with Milk,Curd Rice,Fish Curry with Rice,Fruit Bowl
Male,53,173,57,Endomorph,Maintenance,2025,95,253,56,Poha,Rajma Chawal,Roti & Paneer Curry,Protein Shake
Male,25,173,69,Mesomorph,Maintenance,2402,130,300,66,Oats with Milk,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Male,37,168,63,Ectomorph,Fat Loss,2801,100,350,77,Poha,Rajma Chawal,Roti & Paneer Curry,Fruit Bowl
Female,48,186,69,Endomorph,Maintenance,2491,142,311,69,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Roasted Chana
Female,46,178,59,Endomorph,Maintenance,1982,122,247,55,Poha,Curd Rice,Fish Curry with Rice,Roasted Chana
Female,39,184,52,Endomorph,Maintenance,2368,103,296,65,Oats with Milk,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Boiled Eggs
Male,53,155,62,Endomorph,Fat Loss,2981,127,372,82,Poha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Male,25,184,61,Ectomorph,Maintenance,2221,106,277,61,Poha,Curd Rice,Roti & Paneer Curry,Protein Shake
Female,43,187,52,Mesomorph,Lean Bulk,2496,96,312,69,Paneer Paratha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Boiled Eggs
Female,34,155,57,Ectomorph,Fat Loss,2144,100,268,59,Oats with Milk,Rajma Chawal,Roti & Paneer Curry,Roasted Chana
Female,44,160,53,Endomorph,Maintenance,2171,85,271,60,Idli & Sambar,Rajma Chawal,Fish Curry with Rice,Fruit Bowl
Female,27,176,70,Mesomorph,Maintenance,2047,114,255,56,Oats with Milk,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Female,50,182,74,Ectomorph,Maintenance,1924,132,240,53,Poha,Curd Rice,Roti & Paneer Curry,Peanut Chaat
Male,44,190,64,Ectomorph,Maintenance,2934,139,366,81,Idli & Sambar,Chicken Curry with Rice,Vegetable Stir Fry,Roasted Chana
Female,54,176,78,Ectomorph,Fat Loss,2824,134,353,78,Oats with Milk,Rajma Chawal,Vegetable Stir Fry,Roasted Chana
Male,52,177,85,Mesomorph,Lean Bulk,1802,177,225,50,Poha,Rajma Chawal,Grilled Chicken & Veggies,Fruit Bowl
Male,48,167,88,Mesomorph,Fat Loss,2578,193,322,71,Oats with Milk,"Roti, Sabzi & Dal",Vegetable Stir Fry,Boiled Eggs
Male,28,184,86,Ectomorph,Maintenance,1983,157,247,55,Idli & Sambar,Chicken Curry with Rice,Vegetable Stir Fry,Boiled Eggs
Female,31,189,82,Mesomorph,Fat Loss,2501,162,312,69,Paneer Paratha,Rajma Chawal,Grilled Chicken & Veggies,Boiled Eggs
Female,31,179,88,Mesomorph,Lean Bulk,2073,174,259,57,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Fruit Bowl
Male,29,176,85,Endomorph,Fat Loss,2801,174,350,77,Poha,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Protein Shake
Male,46,157,72,Mesomorph,Fat Loss,2533,131,316,70,Idli & Sambar,"Rice, Dal & Veg Curry",Fish Curry with Rice,Boiled Eggs
Male,46,150,64,Endomorph,Lean Bulk,2375,128,296,65,Vegetable Upma,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Female,32,164,81,Mesomorph,Lean Bulk,2374,153,296,65,Poha,Chicken Curry with Rice,Roti & Paneer Curry,Roasted Chana
Female,25,167,86,Endomorph,Maintenance,2149,166,268,59,Poha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Male,55,158,97,Ectomorph,Lean Bulk,2331,209,291,64,Oats with Milk,"Roti, Sabzi & Dal",Khichdi,Roasted Chana
Male,52,189,66,Endomorph,Fat Loss,2729,105,341,75,Paneer Paratha,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Female,35,157,93,Endomorph,Maintenance,2814,168,351,78,Idli & Sambar,Chicken Curry with Rice,Roti & Paneer Curry,Boiled Eggs
Female,52,178,70,Ectomorph,Maintenance,2198,126,274,61,Poha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Male,33,162,60,Mesomorph,Maintenance,1928,118,241,53,Idli & Sambar,"Rice, Dal & Veg Curry",Fish Curry with Rice,Peanut Chaat
Male,55,190,71,Mesomorph,Lean Bulk,2020,133,252,56,Vegetable Upma,"Rice, Dal & Veg Curry",Khichdi,Protein Shake
Male,22,188,89,Mesomorph,Lean Bulk,2714,173,339,75,Idli & Sambar,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Peanut Chaat
Female,22,158,53,Mesomorph,Lean Bulk,2417,104,302,67,Paneer Paratha,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Fruit Bowl
Male,36,174,75,Ectomorph,Fat Loss,2641,130,330,73,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Female,47,177,89,Endomorph,Lean Bulk,2495,177,311,69,Idli & Sambar,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Male,24,156,50,Endomorph,Fat Loss,1938,97,242,53,Oats with Milk,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Protein Shake
Female,40,176,80,Endomorph,Fat Loss,2710,136,338,75,Oats with Milk,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Roasted Chana
Female,55,177,82,Endomorph,Maintenance,2437,159,304,67,Poha,Chicken Curry with Rice,Grilled Chicken & Veggies,Peanut Chaat
Female,39,168,73,Ectomorph,Fat Loss,2096,119,262,58,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Female,30,162,90,Ectomorph,Lean Bulk,2499,154,312,69,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Female,37,176,71,Ectomorph,Lean Bulk,2730,150,341,75,Idli & Sambar,Curd Rice,Grilled Chicken & Veggies,Fruit Bowl
Male,32,179,89,Ectomorph,Lean Bulk,2784,181,348,77,Vegetable Upma,Curd Rice,Grilled Chicken & Veggies,Peanut Chaat
Male,18,173,50,Ectomorph,Maintenance,1861,96,232,51,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Female,20,151,62,Ectomorph,Maintenance,2156,107,269,59,Vegetable Upma,Chicken Curry with Rice,Khichdi,Protein Shake
Male,29,162,51,Ectomorph,Maintenance,2007,82,250,55,Oats with Milk,Curd Rice,Roti & Paneer Curry,Boiled Eggs
Male,37,179,65,Mesomorph,Maintenance,2150,140,268,59,Poha,Curd Rice,Roti & Paneer Curry,Fruit Bowl
Male,26,162,62,Endomorph,Maintenance,2566,111,320,71,Paneer Paratha,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Male,52,168,100,Ectomorph,Maintenance,2306,163,288,64,Vegetable Upma,Chicken Curry with Rice,Vegetable Stir Fry,Protein Shake
Female,31,155,100,Mesomorph,Fat Loss,1932,170,241,53,Paneer Paratha,"Roti, Sabzi & Dal",Khichdi,Peanut Chaat
Female,29,170,95,Mesomorph,Fat Loss,2789,192,348,77,Paneer Paratha,Curd Rice,Khichdi,Protein Shake
Female,55,152,63,Ectomorph,Lean Bulk,2725,133,340,75,Paneer Paratha,Chicken Curry with Rice,Khichdi,Peanut Chaat
Female,54,160,73,Mesomorph,Fat Loss,1973,122,246,54,Idli & Sambar,Rajma Chawal,Fish Curry with Rice,Protein Shake
Female,32,187,52,Mesomorph,Fat Loss,2488,96,311,69,Paneer Paratha,Curd Rice,Fish Curry with Rice,Boiled Eggs
